sexo,edad,lengua_materna,identificacion_etnic,nacionalidad_indigena,provincia_labora,canton_labora,jurisdiccion_labora,Fecha registro,RMU,Modalidad laboral,Estado,Carrera,Título,Nivel
MUJER,51,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,37,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,49,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,34,A'INGAE,INDIGENA,A'I COFAN,SUCUMBÍOS,LAGO AGRIO,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,51,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,40,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,37,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,38,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,39,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,37,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,40,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,47,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,37,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,-,-,-,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,38,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,46,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,36,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,38,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,43,KICHWA,INDIGENA,KICHWA,ZAMORA CHINCHIPE,YACUAMBI,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,HUAMBOYA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,37,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,41,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ZAMORA CHINCHIPE,YACUAMBI,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,46,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,47,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,46,ESPAÑOL,INDIGENA,KICHWA,ZAMORA CHINCHIPE,ZAMORA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,37,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,42,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,46,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,37,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,41,SHUAR CHICHAM,MESTIZO,SHUAR,PASTAZA,PASTAZA,BILINGUE,09/14/2009,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,42,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
HOMBRE,44,SECOYA O PAICOCA,MESTIZO,SECOYA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,0,527,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
MUJER,39,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,HISPANO,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,47,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,50,ACHUAR,INDIGENA,ACHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,RIOBAMBA,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,39,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,MORONA SANTIAGO,TAISHA,HISPANO,11/19/2021,817,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,45,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,PALORA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,46,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,44,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,45,SHUAR CHICHAM,INDIGENA,SHUAR,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,43,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,47,KICHWA,MESTIZO,KICHWA,ORELLANA,ORELLANA,HISPANO,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,57,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,02/25/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,44,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,02/25/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,41,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,10/17/2009,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION BASICA DE SEGUNDO A SEPTIMO AÑO-NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,37,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,0,675,CONTRATOS OCASIONALES,ACTIVO,EB,0,Sin título
HOMBRE,44,ACHUAR,INDIGENA,ACHUAR,PASTAZA,ARAJUNO,BILINGUE,08/09/2006,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,42,SHUAR CHICHAM,INDIGENA,SHUAR,PASTAZA,PASTAZA,BILINGUE,01/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA-NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,43,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,07/18/2007,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,51,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,03/22/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,40,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
HOMBRE,51,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,03/22/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,53,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,02/07/2012,-,-,-,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,38,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,AZUAY,GUALACEO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,MORONA SANTIAGO,PALORA,HISPANO,01/22/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,45,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,0,675,CONTRATOS OCASIONALES,ACTIVO,EB,0,Sin título
MUJER,57,SECOYA O PAICOCA,INDIGENA,SECOYA,SUCUMBÍOS,CUYABENO,BILINGUE,02/16/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,45,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,LOGROÑO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,38,KICHWA,INDIGENA,KICHWA,AZUAY,NABÓN,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,51,SHUAR CHICHAM,INDIGENA,SHUAR,SUCUMBÍOS,LAGO AGRIO,BILINGUE,02/16/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,39,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CAÑAR,CAÑAR,HISPANO,02/15/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,47,SHUAR CHICHAM,INDIGENA,SHUAR,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,40,A'INGAE,INDIGENA,A'I COFAN,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,41,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,09/06/2005,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRE-PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,49,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,02/25/2011,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,45,ESPAÑOL,INDIGENA,KICHWA,AZUAY,GUALACEO,HISPANO,07/30/2013,817,NOMBRAMIENTO,ACTIVO,EB,TECNOLOGO EN RESTAURACION DEL CAPITAL NATURAL,Tercer Nivel Técnico o Tecnólogo
HOMBRE,54,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,0,-,-,-,EIB,0,Sin título
HOMBRE,61,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,GONZALO PIZARRO,BILINGUE,0,817,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
HOMBRE,40,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
HOMBRE,45,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,0,-,-,-,EB,0,Sin título
MUJER,41,"KICHWA, ACHUAR",INDIGENA,ACHUAR,PASTAZA,PASTAZA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,33,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,CUYABENO,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,47,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,07/29/2014,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,34,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,GONZALO PIZARRO,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,46,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,08/29/2015,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,44,KICHWA,INDIGENA,KICHWA,PASTAZA,ARAJUNO,BILINGUE,03/21/2024,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,38,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,44,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,11/09/2006,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,36,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,02/14/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,61,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,03/21/2024,675,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,46,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,03/21/2024,675,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,49,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,36,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,48,KICHWA,INDIGENA,KICHWA,PASTAZA,ARAJUNO,BILINGUE,03/21/2024,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,39,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,54,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,02/25/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,42,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
