sexo,edad,lengua_materna,identificacion_etnic,nacionalidad_indigena,provincia_labora,canton_labora,jurisdiccion_labora,Fecha registro,RMU,Modalidad laboral,Estado,Carrera,Título,Nivel
MUJER,45,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,48,KICHWA,INDIGENA,KICHWA,PASTAZA,MERA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,54,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,05/17/2010,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,53,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,43,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,PALORA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,47,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,52,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,45,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,55,ACHUAR,INDIGENA,ACHUAR,PASTAZA,PASTAZA,BILINGUE,03/04/2020,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA,Tercer Nivel Técnico o Tecnólogo
MUJER,56,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,49,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,44,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/18/2023,986,NOMBRAMIENTO,ACTIVO,EIB,"MAGISTER EN EDUCACION, TECNOLOGIA E INNOVACION",Cuarto Nivel
MUJER,48,KICHWA,INDIGENA,KICHWA,AZUAY,CUENCA,BILINGUE,07/11/2023,986,NOMBRAMIENTO,ACTIVO,EIB,MAGISTER EN EDUCACION BASICA,Cuarto Nivel
MUJER,47,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,48,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,51,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,50,KICHWA,INDIGENA,KICHWA,CAÑAR,SUSCAL,HISPANO,01/22/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,47,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,AZUAY,GUALACEO,HISPANO,01/22/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,45,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,AZUAY,GUALACEO,HISPANO,01/23/2021,1412,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,52,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,03/23/2009,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,51,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,0,817,NOMBRAMIENTO,ACTIVO,EB,0,Sin título
HOMBRE,52,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,44,KICHWA,INDIGENA,KICHWA,ZAMORA CHINCHIPE,YANTZAZA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,47,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,52,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,44,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,PABLO SEXTO,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,48,KICHWA,MESTIZO,KICHWA,ORELLANA,ORELLANA,BILINGUE,02/28/2012,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,48,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,45,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,47,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,10/15/2014,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA,Tercer Nivel Técnico o Tecnólogo
MUJER,55,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,48,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,RIOBAMBA,HISPANO,11/19/2021,1086,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,51,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,PALORA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,49,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,52,KICHWA,INDIGENA,KICHWA,CAÑAR,CAÑAR,HISPANO,09/09/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,45,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CAÑAR,CAÑAR,BILINGUE,02/16/2021,1086,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,54,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,09/03/2008,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,52,ESPAÑOL,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,06/25/2010,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,55,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,04/08/2011,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,58,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,58,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,HISPANO,03/21/2024,817,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,51,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,46,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,08/29/2008,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,44,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,48,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,45,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,0,817,NOMBRAMIENTO,ACTIVO,EB,0,Sin título
MUJER,47,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,54,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,44,SHUAR CHICHAM,INDIGENA,SHUAR,ZAMORA CHINCHIPE,YANTZAZA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,57,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,46,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,08/16/2023,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIATURA EN EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,50,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,0,817,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
HOMBRE,48,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,COLTA,BILINGUE,01/23/2021,1676,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,61,"KICHWA, ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,1212,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,52,SHUAR CHICHAM,INDIGENA,SHUAR,ZAMORA CHINCHIPE,EL PANGUI,BILINGUE,09/19/2011,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA -NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,54,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,50,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,52,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,RIOBAMBA,HISPANO,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,50,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,02/02/2016,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,55,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,03/23/2009,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,50,KICHWA,INDIGENA,KICHWA,CAÑAR,EL TAMBO,BILINGUE,04/08/2009,1412,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,52,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,0,817,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
HOMBRE,45,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,04/21/2011,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,48,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUANO,BILINGUE,12/22/2022,1086,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,48,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,51,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,49,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,CASCALES,HISPANO,04/08/2011,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,54,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,49,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/07/2007,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA-NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,53,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,56,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,1212,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,60,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,04/30/2009,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,52,"KICHWA, ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,57,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,59,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,10/02/2008,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,47,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,04/28/2011,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,48,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,58,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,HUAMBOYA,BILINGUE,12/22/2022,1212,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,51,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,54,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,11/19/2021,1212,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,49,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,51,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,HUAMBOYA,BILINGUE,11/19/2021,1212,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,56,SHUAR CHICHAM,INDIGENA,SHUAR,ORELLANA,ORELLANA,BILINGUE,03/30/2010,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,57,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,05/29/2009,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,59,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,03/16/2007,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,53,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,GONZALO PIZARRO,BILINGUE,01/23/2021,1086,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,62,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,AZUAY,OÑA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,56,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,09/17/2008,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,52,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,1212,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,53,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,03/25/2009,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,53,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/29/2010,-,-,-,EIB,ESPECIALISTA EN GESTION EDUCATIVA,Cuarto Nivel
HOMBRE,59,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,PUTUMAYO,BILINGUE,04/08/2011,1086,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
HOMBRE,53,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,0,817,NOMBRAMIENTO,ACTIVO,EIB,0,Sin título
HOMBRE,47,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,01/20/2010,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,50,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,1212,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,49,SHUAR CHICHAM,INDIGENA,SHUAR,ZAMORA CHINCHIPE,ZAMORA,BILINGUE,12/22/2022,1212,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,57,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,SUCÚA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,50,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,HUAMBOYA,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,54,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,57,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,LOGROÑO,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
